YEAR,AMA,SECTOR,CATEGORY,PARENT WATER TYPE OR SECTOR,BUDGET ELEMENT,QUANTITY
1993,PINAL AMA,Agricultural,Supply,CAP,CAP,28296
1993,PINAL AMA,Agricultural,Supply,CAP,GSF (CAP),232854
1993,PINAL AMA,Agricultural,Supply,Effluent,Effluent,1405
1993,PINAL AMA,Indian,Supply,Groundwater,Groundwater,48124
1993,PINAL AMA,Indian,Supply,Surface Water,Surface Water,23520
1993,PINAL AMA,Indian,Supply,CAP,CAP,77000
1993,PRESCOTT AMA,Municipal,Supply,Groundwater,Groundwater,8666
1993,PRESCOTT AMA,Municipal,Supply,Effluent,Effluent,777
1993,PRESCOTT AMA,Industrial,Supply,Groundwater,Groundwater,704
1993,PRESCOTT AMA,Agricultural,Supply,Groundwater,Groundwater,6452
1993,PRESCOTT AMA,Agricultural,Supply,Surface Water,Surface Water,12720
1993,SANTA CRUZ AMA,Municipal,Supply,Groundwater,Water withdrawn from wells,6266
1993,SANTA CRUZ AMA,Industrial,Supply,Groundwater,Water withdrawn from wells,1335
1993,SANTA CRUZ AMA,Agricultural,Supply,Groundwater,Water withdrawn from wells,8122
1993,TUCSON AMA,Municipal,Supply,Groundwater,Groundwater,87325
1993,TUCSON AMA,Municipal,Supply,CAP,CAP,43918
1993,TUCSON AMA,Municipal,Supply,Effluent,Effluent,2823
1993,TUCSON AMA,Municipal,Supply,Effluent,Recovered Effluent,2618
1993,TUCSON AMA,Industrial,Supply,Groundwater,Groundwater,54785
1993,TUCSON AMA,Industrial,Supply,Groundwater,Poor Quality GW,116
1993,TUCSON AMA,Industrial,Supply,Surface Water,Surface Water,0
1993,TUCSON AMA,Industrial,Supply,Effluent,Effluent,63
1993,TUCSON AMA,Agricultural,Supply,Groundwater,Groundwater,78915
1993,TUCSON AMA,Agricultural,Supply,CAP,GSF (CAP),2900
1993,TUCSON AMA,Agricultural,Supply,Effluent,Effluent,2684
1993,TUCSON AMA,Indian,Supply,Groundwater,Groundwater,4349
1994,PHOENIX AMA,Municipal,Supply,Groundwater,Groundwater,257100
1994,PHOENIX AMA,Municipal,Supply,Surface Water,Surface Water,363800
1994,PHOENIX AMA,Municipal,Supply,CAP,CAP,138529
1994,PHOENIX AMA,Municipal,Supply,Effluent,Effluent,4264
1994,PHOENIX AMA,Municipal,Supply,Effluent,Direct Use Effluent,4264
1994,PHOENIX AMA,Municipal,Supply,Spill,Spill,881
1994,PHOENIX AMA,Industrial,Supply,Groundwater,Groundwater,62948
1994,PHOENIX AMA,Industrial,Supply,Groundwater,Poor Quality GW,2064
1994,PHOENIX AMA,Industrial,Supply,Surface Water,Surface Water,4803
1994,PHOENIX AMA,Industrial,Supply,CAP,CAP,873
1994,PHOENIX AMA,Industrial,Supply,Effluent,Effluent,46274
1994,PHOENIX AMA,Agricultural,Supply,Groundwater,Groundwater,557581
1994,PHOENIX AMA,Agricultural,Supply,Surface Water,Surface Water,366067
1994,PHOENIX AMA,Agricultural,Supply,CAP,CAP,138660
1994,PHOENIX AMA,Agricultural,Supply,CAP,GSF (CAP),16619
1994,PHOENIX AMA,Agricultural,Supply,Effluent,Effluent,30000
1994,PHOENIX AMA,Agricultural,Supply,Spill,Spill,1790
1994,PHOENIX AMA,Agricultural,Supply,Other,Other,2016
1994,PHOENIX AMA,Indian,Supply,Groundwater,Groundwater,81085
1994,PHOENIX AMA,Indian,Supply,Surface Water,Surface Water,204280
1994,PINAL AMA,Municipal,Supply,Groundwater,Groundwater,16163
1994,PINAL AMA,Municipal,Supply,Surface Water,Surface Water,611
1994,PINAL AMA,Municipal,Supply,CAP,CAP,71
1994,PINAL AMA,Municipal,Supply,Effluent,Effluent,23
1994,PINAL AMA,Industrial,Supply,Groundwater,Groundwater,5216
1994,PINAL AMA,Industrial,Supply,Effluent,Effluent,182
1994,PINAL AMA,Agricultural,Supply,Groundwater,Groundwater,306000
1994,PINAL AMA,Agricultural,Supply,Surface Water,Surface Water,166623
1994,PINAL AMA,Agricultural,Supply,CAP,CAP,306452
1994,PINAL AMA,Agricultural,Supply,Effluent,Effluent,5546
1994,PINAL AMA,Indian,Supply,Groundwater,Groundwater,49242
1994,PINAL AMA,Indian,Supply,Surface Water,Surface Water,28000
1994,PINAL AMA,Indian,Supply,CAP,CAP,80000
1994,PRESCOTT AMA,Municipal,Supply,Groundwater,Groundwater,9974
1994,PRESCOTT AMA,Industrial,Supply,Groundwater,Groundwater,778
1994,PRESCOTT AMA,Agricultural,Supply,Groundwater,Groundwater,6027
1994,PRESCOTT AMA,Agricultural,Supply,Surface Water,Surface Water,3180
1994,SANTA CRUZ AMA,Municipal,Supply,Groundwater,Water withdrawn from wells,6465
1994,SANTA CRUZ AMA,Industrial,Supply,Groundwater,Water withdrawn from wells,1289
1994,SANTA CRUZ AMA,Agricultural,Supply,Groundwater,Water withdrawn from wells,15913
1994,TUCSON AMA,Municipal,Supply,Groundwater,Groundwater,120305
1994,TUCSON AMA,Municipal,Supply,CAP,CAP,20676
1994,TUCSON AMA,Municipal,Supply,Effluent,Effluent,2526
1994,TUCSON AMA,Municipal,Supply,Effluent,Recovered Effluent,3065
1994,TUCSON AMA,Industrial,Supply,Groundwater,Groundwater,61196
1994,TUCSON AMA,Industrial,Supply,Groundwater,Poor Quality GW,154
1994,TUCSON AMA,Industrial,Supply,Surface Water,Surface Water,0
1994,TUCSON AMA,Industrial,Supply,Effluent,Effluent,92
1994,TUCSON AMA,Agricultural,Supply,Groundwater,Groundwater,93176
1994,TUCSON AMA,Agricultural,Supply,CAP,GSF (CAP),2014
1994,TUCSON AMA,Agricultural,Supply,Effluent,Effluent,3056
1994,TUCSON AMA,Indian,Supply,Groundwater,Groundwater,4786
1995,PHOENIX AMA,Municipal,Supply,Groundwater,Groundwater,237051
1995,PHOENIX AMA,Municipal,Supply,AWS Groundwater Accounting,Excess,0
1995,PHOENIX AMA,Municipal,Supply,Surface Water,Surface Water,325236
1995,PHOENIX AMA,Municipal,Supply,CAP,CAP,157798
1995,PHOENIX AMA,Municipal,Supply,Effluent,Effluent,518
1995,PHOENIX AMA,Municipal,Supply,Spill,Spill,78508
1995,PHOENIX AMA,Municipal,Supply,CAP,Recovered CAP,3
1995,PHOENIX AMA,Municipal,Supply,Effluent,Recovered Effluent,550
1995,PHOENIX AMA,Industrial,Supply,Groundwater,Groundwater,77211
1995,PHOENIX AMA,Industrial,Supply,Groundwater,Poor Quality GW,1857
1995,PHOENIX AMA,Industrial,Supply,Surface Water,Surface Water,5504
1995,PHOENIX AMA,Industrial,Supply,CAP,CAP,828
1995,PHOENIX AMA,Industrial,Supply,Effluent,Effluent,52606
1995,PHOENIX AMA,Agricultural,Supply,Groundwater,Groundwater,474033
1995,PHOENIX AMA,Agricultural,Supply,Surface Water,Surface Water,340812
1995,PHOENIX AMA,Agricultural,Supply,CAP,CAP,119829
1995,PHOENIX AMA,Agricultural,Supply,CAP,GSF (CAP),65690
1995,PHOENIX AMA,Agricultural,Supply,Effluent,Effluent,30000
1995,PHOENIX AMA,Agricultural,Supply,Spill,Spill,129025
1995,PHOENIX AMA,Agricultural,Supply,Other,Other,530
1995,PHOENIX AMA,Indian,Supply,Groundwater,Groundwater,77595
1995,PHOENIX AMA,Indian,Supply,Surface Water,Surface Water,200712
1995,PINAL AMA,Municipal,Supply,Groundwater,Groundwater,17366
1995,PINAL AMA,Municipal,Supply,Surface Water,Surface Water,558
1995,PINAL AMA,Municipal,Supply,CAP,CAP,276
1995,PINAL AMA,Industrial,Supply,Groundwater,Groundwater,5471
1995,PINAL AMA,Industrial,Supply,Effluent,Effluent,176
1995,PINAL AMA,Agricultural,Supply,Groundwater,Groundwater,355983
1995,PINAL AMA,Agricultural,Supply,Surface Water,Surface Water,181892
1995,PINAL AMA,Agricultural,Supply,CAP,CAP,300145
1995,PINAL AMA,Agricultural,Supply,CAP,GSF (CAP),46254
1995,PINAL AMA,Agricultural,Supply,Effluent,Effluent,1626
1995,PINAL AMA,Indian,Supply,Groundwater,Groundwater,58199
1995,PINAL AMA,Indian,Supply,Surface Water,Surface Water,27200
1995,PINAL AMA,Indian,Supply,CAP,CAP,76000
1995,PRESCOTT AMA,Municipal,Supply,Groundwater,Groundwater,10448
1995,PRESCOTT AMA,Industrial,Supply,Groundwater,Groundwater,696
1995,PRESCOTT AMA,Agricultural,Supply,Groundwater,Groundwater,5331
1995,PRESCOTT AMA,Agricultural,Supply,Surface Water,Surface Water,12415
1995,SANTA CRUZ AMA,Municipal,Supply,Groundwater,Water withdrawn from wells,6811
1995,SANTA CRUZ AMA,Industrial,Supply,Groundwater,Water withdrawn from wells,1361
1995,SANTA CRUZ AMA,Industrial,Supply,Groundwater,Poor Quality GW,4
1995,SANTA CRUZ AMA,Agricultural,Supply,Groundwater,Water withdrawn from wells,12883
1995,TUCSON AMA,Municipal,Supply,Groundwater,Groundwater,147762
1995,TUCSON AMA,Municipal,Supply,CAP,CAP,0
1995,TUCSON AMA,Municipal,Supply,Effluent,Effluent,3764
1995,TUCSON AMA,Municipal,Supply,Effluent,Recovered Effluent,2761
1995,TUCSON AMA,Industrial,Supply,Groundwater,Groundwater,60276
1995,TUCSON AMA,Industrial,Supply,Groundwater,Poor Quality GW,224
1995,TUCSON AMA,Industrial,Supply,Surface Water,Surface Water,0
1995,TUCSON AMA,Industrial,Supply,Effluent,Effluent,89
1995,TUCSON AMA,Agricultural,Supply,Groundwater,Groundwater,85005
1995,TUCSON AMA,Agricultural,Supply,CAP,GSF (CAP),10137
1995,TUCSON AMA,Agricultural,Supply,Effluent,Effluent,1801
1995,TUCSON AMA,Indian,Supply,Groundwater,Groundwater,3089
1996,PHOENIX AMA,Municipal,Supply,Groundwater,Groundwater,217262
1996,PHOENIX AMA,Municipal,Supply,AWS Groundwater Accounting,Excess,41
1996,PHOENIX AMA,Municipal,Supply,Surface Water,Surface Water,440476
1996,PHOENIX AMA,Municipal,Supply,CAP,CAP,173381
1996,PHOENIX AMA,Municipal,Supply,CAP,GSF (CAP),20262
1996,PHOENIX AMA,Municipal,Supply,Effluent,Effluent,26142
1996,PHOENIX AMA,Municipal,Supply,Effluent,Direct Use Effluent,1973
1996,PHOENIX AMA,Municipal,Supply,Spill,Spill,958
1996,PHOENIX AMA,Municipal,Supply,CAP,Recovered CAP,538
1996,PHOENIX AMA,Municipal,Supply,Effluent,Recovered Effluent,526
1996,PHOENIX AMA,Industrial,Supply,Groundwater,Groundwater,73887
1996,PHOENIX AMA,Industrial,Supply,Groundwater,Poor Quality GW,1865
1996,PHOENIX AMA,Industrial,Supply,Surface Water,Surface Water,6183
1996,PHOENIX AMA,Industrial,Supply,CAP,CAP,1574
1996,PHOENIX AMA,Industrial,Supply,Effluent,Effluent,56526
1996,PHOENIX AMA,Agricultural,Supply,Groundwater,Groundwater,545558
1996,PHOENIX AMA,Agricultural,Supply,Surface Water,Surface Water,321061
1996,PHOENIX AMA,Agricultural,Supply,CAP,CAP,140907
1996,PHOENIX AMA,Agricultural,Supply,CAP,GSF (CAP),116945
1996,PHOENIX AMA,Agricultural,Supply,Effluent,Effluent,59480
1996,PHOENIX AMA,Agricultural,Supply,Spill,Spill,1476
1996,PHOENIX AMA,Agricultural,Supply,Other,Other,1389
1996,PHOENIX AMA,Indian,Supply,Groundwater,Groundwater,75157
1996,PHOENIX AMA,Indian,Supply,Surface Water,Surface Water,216216
1996,PINAL AMA,Municipal,Supply,Groundwater,Groundwater,18562
1996,PINAL AMA,Municipal,Supply,Surface Water,Surface Water,507
1996,PINAL AMA,Municipal,Supply,CAP,CAP,111
1996,PINAL AMA,Industrial,Supply,Groundwater,Groundwater,6234
1996,PINAL AMA,Industrial,Supply,Effluent,Effluent,200
1996,PINAL AMA,Agricultural,Supply,Groundwater,Groundwater,462628
1996,PINAL AMA,Agricultural,Supply,Surface Water,Surface Water,175665
1996,PINAL AMA,Agricultural,Supply,CAP,CAP,321605
1996,PINAL AMA,Agricultural,Supply,CAP,GSF (CAP),60505
1996,PINAL AMA,Agricultural,Supply,Effluent,Effluent,1986
1996,PINAL AMA,Indian,Supply,Groundwater,Groundwater,59477
1996,PINAL AMA,Indian,Supply,Surface Water,Surface Water,28000
1996,PINAL AMA,Indian,Supply,CAP,CAP,82000
1996,PRESCOTT AMA,Municipal,Supply,Groundwater,Groundwater,11627
1996,PRESCOTT AMA,Municipal,Supply,Effluent,Effluent,842
1996,PRESCOTT AMA,Industrial,Supply,Groundwater,Groundwater,796
1996,PRESCOTT AMA,Agricultural,Supply,Groundwater,Groundwater,6569
1996,PRESCOTT AMA,Agricultural,Supply,Surface Water,Surface Water,1580
1996,SANTA CRUZ AMA,Municipal,Supply,Groundwater,Water withdrawn from wells,6791
1996,SANTA CRUZ AMA,Industrial,Supply,Groundwater,Water withdrawn from wells,1774
1996,SANTA CRUZ AMA,Agricultural,Supply,Groundwater,Water withdrawn from wells,13942
1996,TUCSON AMA,Municipal,Supply,Groundwater,Groundwater,153740
1996,TUCSON AMA,Municipal,Supply,AWS Groundwater Accounting,Excess,4
1996,TUCSON AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,2000
1996,TUCSON AMA,Municipal,Supply,CAP,CAP,0
1996,TUCSON AMA,Municipal,Supply,Effluent,Effluent,5767
1996,TUCSON AMA,Municipal,Supply,Effluent,Recovered Effluent,2521
1996,TUCSON AMA,Industrial,Supply,Groundwater,Groundwater,58917
1996,TUCSON AMA,Industrial,Supply,Groundwater,Poor Quality GW,137
1996,TUCSON AMA,Industrial,Supply,Surface Water,Surface Water,0
1996,TUCSON AMA,Industrial,Supply,Effluent,Effluent,83
1996,TUCSON AMA,Agricultural,Supply,Groundwater,Groundwater,102497
1996,TUCSON AMA,Agricultural,Supply,CAP,GSF (CAP),16661
1996,TUCSON AMA,Agricultural,Supply,Effluent,Effluent,2676
1996,TUCSON AMA,Indian,Supply,Groundwater,Groundwater,3566
1997,PHOENIX AMA,Municipal,Supply,Groundwater,Groundwater,219371
1997,PHOENIX AMA,Municipal,Supply,AWS Groundwater Accounting,Excess,332
1997,PHOENIX AMA,Municipal,Supply,Surface Water,Surface Water,423023
1997,PHOENIX AMA,Municipal,Supply,CAP,CAP,208301
1997,PHOENIX AMA,Municipal,Supply,CAP,GSF (CAP),46455
1997,PHOENIX AMA,Municipal,Supply,Effluent,Effluent,24547
1997,PHOENIX AMA,Municipal,Supply,Effluent,Direct Use Effluent,1991
1997,PHOENIX AMA,Municipal,Supply,Spill,Spill,212
1997,PHOENIX AMA,Municipal,Supply,CAP,Recovered CAP,86
1997,PHOENIX AMA,Municipal,Supply,Effluent,Recovered Effluent,337
1997,PHOENIX AMA,Industrial,Supply,Groundwater,Groundwater,73264
1997,PHOENIX AMA,Industrial,Supply,Groundwater,Poor Quality GW,1657
1997,PHOENIX AMA,Industrial,Supply,Surface Water,Surface Water,4349
1997,PHOENIX AMA,Industrial,Supply,CAP,CAP,2367
1997,PHOENIX AMA,Industrial,Supply,Effluent,Effluent,58207
1997,PHOENIX AMA,Industrial,Supply,Effluent,Recovered Effluent,945
1997,PHOENIX AMA,Industrial,Supply,Other,Other,200
1997,PHOENIX AMA,Agricultural,Supply,Groundwater,Groundwater,484376
1997,PHOENIX AMA,Agricultural,Supply,Surface Water,Surface Water,240779
1997,PHOENIX AMA,Agricultural,Supply,CAP,CAP,150118
1997,PHOENIX AMA,Agricultural,Supply,Effluent,GSF (EFFLUENT),382
1997,PHOENIX AMA,Agricultural,Supply,CAP,GSF (CAP),229476
1997,PHOENIX AMA,Agricultural,Supply,Effluent,Effluent,28200
1997,PHOENIX AMA,Agricultural,Supply,Spill,Spill,812
1997,PHOENIX AMA,Agricultural,Supply,Other,Other,1663
1997,PHOENIX AMA,Indian,Supply,Groundwater,Groundwater,83501
1997,PHOENIX AMA,Indian,Supply,Surface Water,Surface Water,168006
1997,PINAL AMA,Municipal,Supply,Groundwater,Groundwater,19265
1997,PINAL AMA,Municipal,Supply,Surface Water,Surface Water,435
1997,PINAL AMA,Municipal,Supply,CAP,CAP,114
1997,PINAL AMA,Municipal,Supply,Effluent,Effluent,26
1997,PINAL AMA,Industrial,Supply,Groundwater,Groundwater,6389
1997,PINAL AMA,Industrial,Supply,Effluent,Effluent,195
1997,PINAL AMA,Industrial,Supply,Other,Other,64
1997,PINAL AMA,Agricultural,Supply,Groundwater,Groundwater,395603
1997,PINAL AMA,Agricultural,Supply,Surface Water,Surface Water,107919
1997,PINAL AMA,Agricultural,Supply,CAP,CAP,270696
1997,PINAL AMA,Agricultural,Supply,CAP,GSF (CAP),154564
1997,PINAL AMA,Agricultural,Supply,Effluent,Effluent,1329
1997,PINAL AMA,Indian,Supply,Groundwater,Groundwater,63154
1997,PINAL AMA,Indian,Supply,Surface Water,Surface Water,17280
1997,PINAL AMA,Indian,Supply,CAP,CAP,72000
1997,PRESCOTT AMA,Municipal,Supply,Groundwater,Groundwater,11867
1997,PRESCOTT AMA,Municipal,Supply,Effluent,Effluent,656
1997,PRESCOTT AMA,Industrial,Supply,Groundwater,Groundwater,731
1997,PRESCOTT AMA,Agricultural,Supply,Groundwater,Groundwater,2597
1997,PRESCOTT AMA,Agricultural,Supply,Surface Water,Surface Water,8460
1997,SANTA CRUZ AMA,Municipal,Supply,Groundwater,Water withdrawn from wells,7185
1997,SANTA CRUZ AMA,Industrial,Supply,Groundwater,Water withdrawn from wells,1300
1997,SANTA CRUZ AMA,Industrial,Supply,Groundwater,Poor Quality GW,5
1997,SANTA CRUZ AMA,Agricultural,Supply,Groundwater,Water withdrawn from wells,12433
1997,TUCSON AMA,Municipal,Supply,Groundwater,Groundwater,156403
1997,TUCSON AMA,Municipal,Supply,AWS Groundwater Accounting,Excess,7
1997,TUCSON AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,4000
1997,TUCSON AMA,Municipal,Supply,CAP,CAP,0
1997,TUCSON AMA,Municipal,Supply,Effluent,Effluent,5369
1997,TUCSON AMA,Municipal,Supply,Effluent,Recovered Effluent,3143
1997,TUCSON AMA,Industrial,Supply,Groundwater,Groundwater,58911
1997,TUCSON AMA,Industrial,Supply,Groundwater,Poor Quality GW,56
1997,TUCSON AMA,Industrial,Supply,Surface Water,Surface Water,0
1997,TUCSON AMA,Industrial,Supply,Effluent,Effluent,78
1997,TUCSON AMA,Agricultural,Supply,Groundwater,Groundwater,97525
1997,TUCSON AMA,Agricultural,Supply,CAP,GSF (CAP),25095
1997,TUCSON AMA,Agricultural,Supply,Effluent,Effluent,3199
1997,TUCSON AMA,Indian,Supply,Groundwater,Groundwater,2210
1998,PHOENIX AMA,Municipal,Supply,Groundwater,Groundwater,192801
1998,PHOENIX AMA,Municipal,Supply,AWS Groundwater Accounting,Excess,928
1998,PHOENIX AMA,Municipal,Supply,Surface Water,Surface Water,446495
1998,PHOENIX AMA,Municipal,Supply,CAP,CAP,178531
1998,PHOENIX AMA,Municipal,Supply,CAP,GSF (CAP),13079
1998,PHOENIX AMA,Municipal,Supply,Effluent,Effluent,21321
1998,PHOENIX AMA,Municipal,Supply,Effluent,Direct Use Effluent,825
1998,PHOENIX AMA,Municipal,Supply,Spill,Spill,22298
1998,PHOENIX AMA,Municipal,Supply,Effluent,Recovered Effluent,656
1998,PHOENIX AMA,Industrial,Supply,Groundwater,Groundwater,71166
1998,PHOENIX AMA,Industrial,Supply,Groundwater,Poor Quality GW,1628
1998,PHOENIX AMA,Industrial,Supply,Surface Water,Surface Water,4887
1998,PHOENIX AMA,Industrial,Supply,CAP,CAP,1889
1998,PHOENIX AMA,Industrial,Supply,CAP,GSF (CAP),822
1998,PHOENIX AMA,Industrial,Supply,Effluent,Effluent,57364
1998,PHOENIX AMA,Industrial,Supply,CAP,Recovered CAP,209
1998,PHOENIX AMA,Industrial,Supply,Effluent,Recovered Effluent,975
1998,PHOENIX AMA,Agricultural,Supply,Groundwater,Groundwater,384067
1998,PHOENIX AMA,Agricultural,Supply,Surface Water,Surface Water,302313
1998,PHOENIX AMA,Agricultural,Supply,CAP,CAP,93767
1998,PHOENIX AMA,Agricultural,Supply,CAP,GSF (CAP),112016
1998,PHOENIX AMA,Agricultural,Supply,Effluent,Effluent,28200
1998,PHOENIX AMA,Agricultural,Supply,Spill,Spill,29632
1998,PHOENIX AMA,Agricultural,Supply,Other,Other,1774
1998,PHOENIX AMA,Indian,Supply,Groundwater,Groundwater,76563
1998,PHOENIX AMA,Indian,Supply,Surface Water,Surface Water,167405
1998,PINAL AMA,Municipal,Supply,Groundwater,Groundwater,19123
1998,PINAL AMA,Municipal,Supply,Surface Water,Surface Water,503
1998,PINAL AMA,Municipal,Supply,CAP,CAP,82
1998,PINAL AMA,Municipal,Supply,Effluent,Effluent,33
1998,PINAL AMA,Industrial,Supply,Groundwater,Groundwater,7866
1998,PINAL AMA,Industrial,Supply,Effluent,Effluent,232
1998,PINAL AMA,Agricultural,Supply,Groundwater,Groundwater,355444
1998,PINAL AMA,Agricultural,Supply,Surface Water,Surface Water,139831
1998,PINAL AMA,Agricultural,Supply,CAP,CAP,266686
1998,PINAL AMA,Agricultural,Supply,CAP,GSF (CAP),78435
1998,PINAL AMA,Agricultural,Supply,Effluent,Effluent,1091
1998,PINAL AMA,Indian,Supply,Groundwater,Groundwater,59792
1998,PINAL AMA,Indian,Supply,Surface Water,Surface Water,18560
1998,PINAL AMA,Indian,Supply,CAP,CAP,65000
1998,PRESCOTT AMA,Municipal,Supply,Groundwater,Groundwater,11781
1998,PRESCOTT AMA,Municipal,Supply,Effluent,Effluent,685
1998,PRESCOTT AMA,Municipal,Supply,Effluent,Recovered Effluent,53
1998,PRESCOTT AMA,Industrial,Supply,Groundwater,Groundwater,1035
1998,PRESCOTT AMA,Agricultural,Supply,Groundwater,Groundwater,4342
1998,PRESCOTT AMA,Agricultural,Supply,Surface Water,Surface Water,2303
1998,PRESCOTT AMA,Agricultural,Supply,Effluent,Effluent,43
1998,SANTA CRUZ AMA,Municipal,Supply,Groundwater,Water withdrawn from wells,6854
1998,SANTA CRUZ AMA,Industrial,Supply,Groundwater,Water withdrawn from wells,1463
1998,SANTA CRUZ AMA,Industrial,Supply,Groundwater,Poor Quality GW,62
1998,SANTA CRUZ AMA,Agricultural,Supply,Groundwater,Water withdrawn from wells,11346
1998,TUCSON AMA,Municipal,Supply,Groundwater,Groundwater,150104
1998,TUCSON AMA,Municipal,Supply,AWS Groundwater Accounting,Excess,15
1998,TUCSON AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,6000
1998,TUCSON AMA,Municipal,Supply,CAP,CAP,0
1998,TUCSON AMA,Municipal,Supply,Effluent,Effluent,4348
1998,TUCSON AMA,Municipal,Supply,Effluent,Recovered Effluent,4374
1998,TUCSON AMA,Industrial,Supply,Groundwater,Groundwater,57373
1998,TUCSON AMA,Industrial,Supply,Groundwater,Poor Quality GW,66
1998,TUCSON AMA,Industrial,Supply,Surface Water,Surface Water,0
1998,TUCSON AMA,Agricultural,Supply,Groundwater,Groundwater,70490
1998,TUCSON AMA,Agricultural,Supply,CAP,GSF (CAP),22924
1998,TUCSON AMA,Agricultural,Supply,Effluent,Effluent,980
1998,TUCSON AMA,Indian,Supply,Groundwater,Groundwater,2988
1999,PHOENIX AMA,Municipal,Supply,Groundwater,Groundwater,240234
1999,PHOENIX AMA,Municipal,Supply,AWS Groundwater Accounting,Excess,1681
1999,PHOENIX AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,3168
1999,PHOENIX AMA,Municipal,Supply,Surface Water,Surface Water,459330
1999,PHOENIX AMA,Municipal,Supply,CAP,CAP,194533
1999,PHOENIX AMA,Municipal,Supply,CAP,GSF (CAP),25465
1999,PHOENIX AMA,Municipal,Supply,Effluent,Effluent,25701
1999,PHOENIX AMA,Municipal,Supply,Effluent,Direct Use Effluent,33
1999,PHOENIX AMA,Municipal,Supply,Spill,Spill,835
1999,PHOENIX AMA,Municipal,Supply,CAP,Recovered CAP,122
1999,PHOENIX AMA,Municipal,Supply,Effluent,Recovered Effluent,20723
1999,PHOENIX AMA,Industrial,Supply,Groundwater,Groundwater,81519
1999,PHOENIX AMA,Industrial,Supply,Groundwater,Poor Quality GW,1617
1999,PHOENIX AMA,Industrial,Supply,Surface Water,Surface Water,7503
1999,PHOENIX AMA,Industrial,Supply,CAP,CAP,2245
1999,PHOENIX AMA,Industrial,Supply,CAP,GSF (CAP),1272
1999,PHOENIX AMA,Industrial,Supply,Effluent,Effluent,62968
1999,PHOENIX AMA,Industrial,Supply,CAP,Recovered CAP,101
1999,PHOENIX AMA,Industrial,Supply,Effluent,Recovered Effluent,1131
1999,PHOENIX AMA,Agricultural,Supply,Groundwater,Groundwater,418649
1999,PHOENIX AMA,Agricultural,Supply,Surface Water,Surface Water,244004
1999,PHOENIX AMA,Agricultural,Supply,CAP,CAP,97088
1999,PHOENIX AMA,Agricultural,Supply,CAP,GSF (CAP),198303
1999,PHOENIX AMA,Agricultural,Supply,Effluent,Effluent,28200
1999,PHOENIX AMA,Agricultural,Supply,Spill,Spill,839
1999,PHOENIX AMA,Agricultural,Supply,Other,Other,2178
1999,PHOENIX AMA,Indian,Supply,Groundwater,Groundwater,81832
1999,PHOENIX AMA,Indian,Supply,Surface Water,Surface Water,127470
1999,PINAL AMA,Municipal,Supply,Groundwater,Groundwater,19596
1999,PINAL AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,1445
1999,PINAL AMA,Municipal,Supply,Surface Water,Surface Water,238
1999,PINAL AMA,Municipal,Supply,CAP,CAP,493
1999,PINAL AMA,Municipal,Supply,Effluent,Effluent,43
1999,PINAL AMA,Municipal,Supply,CAP,Recovered CAP,600
1999,PINAL AMA,Municipal,Supply,Effluent,Recovered Effluent,402
1999,PINAL AMA,Industrial,Supply,Groundwater,Groundwater,9347
1999,PINAL AMA,Industrial,Supply,Effluent,Effluent,243
1999,PINAL AMA,Agricultural,Supply,Groundwater,Groundwater,378901
1999,PINAL AMA,Agricultural,Supply,Surface Water,Surface Water,50064
1999,PINAL AMA,Agricultural,Supply,CAP,CAP,263765
1999,PINAL AMA,Agricultural,Supply,CAP,GSF (CAP),70490
1999,PINAL AMA,Agricultural,Supply,Effluent,Effluent,1490
1999,PINAL AMA,Indian,Supply,Groundwater,Groundwater,62349
1999,PINAL AMA,Indian,Supply,Surface Water,Surface Water,9760
1999,PINAL AMA,Indian,Supply,CAP,CAP,69000
1999,PRESCOTT AMA,Municipal,Supply,Groundwater,Groundwater,12503
1999,PRESCOTT AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,6704
1999,PRESCOTT AMA,Municipal,Supply,Effluent,Recovered Effluent,47
1999,PRESCOTT AMA,Industrial,Supply,Groundwater,Groundwater,926
1999,PRESCOTT AMA,Agricultural,Supply,Groundwater,Groundwater,6447
1999,PRESCOTT AMA,Agricultural,Supply,Surface Water,Surface Water,2120
1999,SANTA CRUZ AMA,Municipal,Supply,Groundwater,Water withdrawn from wells,7341
1999,SANTA CRUZ AMA,Industrial,Supply,Groundwater,Water withdrawn from wells,1433
1999,SANTA CRUZ AMA,Industrial,Supply,Groundwater,Poor Quality GW,36
1999,SANTA CRUZ AMA,Agricultural,Supply,Groundwater,Water withdrawn from wells,14900
1999,TUCSON AMA,Municipal,Supply,Groundwater,Groundwater,154433
1999,TUCSON AMA,Municipal,Supply,AWS Groundwater Accounting,Excess,516
1999,TUCSON AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,16792
1999,TUCSON AMA,Municipal,Supply,Effluent,Effluent,4758
1999,TUCSON AMA,Municipal,Supply,CAP,Recovered CAP,2941
1999,TUCSON AMA,Municipal,Supply,Effluent,Recovered Effluent,5049
